Column1,Column2,Column3,Column4,Column5
sodium hydroxymethylglycinate,https://www.paulaschoice.com/ingredient-dictionary/preservatives/sodium-hydroxymethylglycinate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Preservatives', 'Hydration']",Average,"Sodium hydroxymethylglycinate is an amino acid derivative used as a skin-softening agent; can also function as a preservative in skin care products. References for this information:  UPIChem.com, Accessed March 2021, ePublication  Bioscience Reports, January 2020, ePublication  Investigative Ophthalmology and Visual Science, January 2018, pages 332–337 Dermatitis, March-April 2010, pages 109–110"
sodium lactate,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/sodium-lactate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good,"Sodium lactate is the sodium salt of lactic acid. Used primarily as a hydrating and buffering agent (to adjust a product’s pH value). References for this information: Code of Federal Regulations, April 2020, ePublication  International Journal of Cosmetic Science, March 2014, pages 321-326  Journal of the American Academy of Dermatology, Volume 56, Issue 2, February 2007, ePublication  International Journal of Toxicology, January 1998, pages 1-241"
sodium lactobionate,https://www.paulaschoice.com/ingredient-dictionary/preservatives/sodium-lactobionate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Average,"The salt of lactobionic acid, this ingredient is a white, crystalline powder used to synthesize other chemicals. May function as a preservative in skincare products. There is no research proving this ingredient exfoliates skin."
sodium laureth-13 carboxylate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sodium-laureth-13-carboxylate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,An ingredient used primarily as a detergent cleansing agent.
sodium laureth sulfate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sodium-laureth-sulfate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,"Sodium Laureth Sulfate at a Glance  Cleansing agent that produces a foaming/lathering effect Commonly found in facial cleansers, body washes, and shampoos Can be derived from coconut or produced synthetically Recognized as gentle and safe by numerous industry experts/organizations Appears as a slightly hazy or clear solution in its raw state  Sodium Laureth Sulfate Description Sodium laureth sulfate (commonly referred to by its acronym, SLES) is a commonly used cleansing agent that can be derived from coconut or produced synthetically, although even the coconut-derived source is processed to the point where it is no longer considered natural. It is known for producing a foaming/lathering effect and is considered gentle in normal cosmetic use (typically in face/body cleansers and shampoos). In the late 1990s an e-mail hoax surfaced claiming that sodium laureth sulfate was a dangerous ingredient. This allegation has been dispelled by numerous industry experts/organizations. For decades, the Cosmetic Ingredient Review has officially deemed sodium laureth sulfate as safe, with the latest reported use studied in up to a 50% concentration. Despite the name similarity, sodium laureth sulfate is NOT the same as sodium lauryl sulfate, which can indeed be irritating to skin. Sodium laureth sulfate is a milder on skin due its different chemical structure. As a raw material, sodium laureth sulfate appears as a slightly hazy or clear solution. Sodium Laureth Sulfate References CosmeticsInfo.org, Accessed April 2021, ePublication International Journal of Toxicology, July 2019, pages 151S-161S American Chemical Society, October 2017, ePublication Contact Dermatitis, January 2003, issue 1, pages 26-32 Food and Chemical Toxicology, March 2001, pages 279-286"
sodium lauroamphoacetate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sodium-lauroamphoacetate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,"Sodium lauroamphoacetate is a mild surfactant (cleansing agent) that is also used as a lather agent. References for this information: International Journal of Cosmetic Science, February 2018, pages 16–30  Dermatitis, October 2010, pages 262–268  https://www.cosmeticsandtoiletries.com/formulating/function/surfactant/Facial-Cleansing-with-Mild-Surfactants-premium-274119141.html"
sodium lauroyl lactylate,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/sodium-lauroyl-lactylate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Cleansing Agents']",Good,"Sodium lauroyl lactylate is a naturally derived ingredient that is used as an emulsifier and mild thickening agent in cosmetics. In higher concentrations, it functions as a surfactant. References for this information: Cosmetic Ingredient Review, December 2018, pages 1-20"
sodium lauroyl oat amino acids,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sodium-lauroyl-oat-amino-acids.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Skin-Soothing']",Best,"A salt created by condensing the chloride form of lauric acid (a fatty acid) with amino acids derived from oat protein. It functions as skin-softening and soothing ingredient and has cleansing properties. Sodium lauroyl oat amino acids may be natural or synthetic. It’s considered very gentle and unlikely to cause skin dryness or irritation. References for this information:International Journal of Toxicology, May/June Supplement, 2017, pages 17S-56SDermatitis, September/October 2010, pages 262-268"
sodium lauroyl sarcosinate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sodium-lauroyl-sarcosinate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Emulsifiers']",Good,"Sodium lauroyl sarcosinate is a synthetic or plant-derived surfactant (cleansing agent) that also works as an emulsifier. It is most often used in face and body cleansers and shampoos but is sometimes also used in leave-on products. This versatile ingredient works well with various glycols, silicones, solvents, and phosphate esters. Safety assessments have confirmed this ingredient is non-irritating and non-sensitizing when applied to human skin in amounts (up to 15% in rinse-off and 5% in leave-on products) that are approved for use in cosmetics. References for this information: International Journal of Toxicology, Volume 20, Supplement 1, 2001, pages 1-14 https://www.cir-safety.org/sites/default/files/sarcosine.pdf"
sodium lauryl glucose carboxylate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sodium-lauryl-glucose-carboxylate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,"Sodium lauryl glucose carboxylate is a gentle cleansing agent that may be derived from coconut or made synthetically. Often used to improve the sensorial effects. References for this information: International Journal of Cosmetic Science, June 2016, pages 246-256  Pure and Applied Chemistry, 2007, pages 1,999-2,011"
sodium lauryl sulfate,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/sodium-lauryl-sulfate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Cleansing Agents', 'Sensitizing']",Poor,"Versatile ingredient composed of several non-volatile alcohols. Functions primarily as a surfactant, but can also be used as a skin-conditioning agent, emulsifier, and solvent. Sodium lauryl sulfate (SLS) is one of the most sensitizing cleansing agents used in skincare products. In fact, it’s considered a standard comparison substance for measuring the skin sensitization of other ingredients. In fact, in scientific studies, when the researchers want to establish whether or not an ingredient is problematic for skin, they compare its effect to that of SLS.In amounts of 2% to 5%, sodium lauryl sulfate can cause sensitizing reactions for many people. Despite the sensitivity issue, it is not the same as the dire and erroneous warnings floating around the web about this ingredient, all of which have been debunked. Sodium lauryl sulfate isn’t a great ingredient in terms of its impact on skin, but its effects are not detrimental to one’s health.References for this information:Journal of Clinical & Experimental Dermatology Research, November 2014, ePublicationBritish Journal of Dermatology, July 2014, pages 115-123International Journal of Toxicology, July 2010, pages S151-S161Contact Dermatitis, January 2003, pages 26-32European Journal of Dermatology, September-October 2001, pages 416-419American Journal of Contact Dermatitis, May 2001, pages 28-32"
sodium levulinate,https://www.paulaschoice.com/ingredient-dictionary/skin-softening/sodium-levulinate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Softening', 'Preservatives']",Good,"Sodium levulinate is the salt of levulinic acid, a synthetic organic acid that helps condition and soften skin. Sodium levulinate is sometimes part of preservative blend because it exhibits antimicrobial action, although this is more common in food than for cosmetics. The levulinic acid component can be transformed by naturally-occuring microbes into other helpful substances, including the moisturizing ingredient trehalose. References for this information: Natural Microbiology, December 2017, pages 1,624-1,634 Journal of Food Science, June 2008, pages M230-M244 Lebenson Wiss Technology, December 2004, pages 865–871"
sodium metabisulfite,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/sodium-metabisulfite.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Preservatives', 'Sensitizing']",Average,"Reducing agent that alters the structure of hair. It can also be used as a preservative in formulations, and can be a skin sensitizer. However, it can also be an antioxidant.
Reference for this information:
Journal of Pharmaceutical Science and Technology, September–October 1999, pages 252–259"
sodium methyl cocoyl taurate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sodium-methyl-cocoyl-taurate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,"Sodium methyl cocoyl taurate is a mild surfactant derived from coconut; often used in cleansers when the desired effect is a creamy foam.  References for this information: Cosmetics & Toiletries, July 2020, ePublication  International Journal of Cosmetic Science, November 2017, pages 16-30  Cosmetic Ingredient Review, February 2016, pages 1-23"
sodium methyl taurate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sodium-methyl-taurate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,Mild surfactant often combined with other cleansing agents.
sodium myreth sulfate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sodium-myreth-sulfate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,"Detergent cleansing agent similar to sodium laureth sulfate or ammonium laureth sulfate. It is used most often in shampoos and sometimes in facial or body cleansers. Along with many other cleansing agent, sodium myreth sulfate has been thoroughly evaluated and deemed safe as used in the amounts commonly found in cosmetic products. This cleansing agent is not known to be milder or safer for hair than lots of other cleansing agents."
sodium palmate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sodium-palmate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Poor,"Soap ingredient created by the salts of acids derived from palm oil. May be naturally derived or synthetic. As a soap ingredient, it can be drying and is typically formulated at an alkaline pH."
sodium palmitoyl sarcosinate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sodium-palmitoyl-sarcosinate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Hydration']",Good,"Sodium palmitoyl sarcosinate is the salt of palmitoyl sarcosinate, which is derived from the amino acid derivative sarcosine. In cosmetics, sodium palmitoyl sarcosinate has hydrating and, when used in higher amounts, gentle cleansing properties. It may be animal-derived, synthetic, or derived from plants (Paula’s Choice uses the latter). It is considered safe as used in cosmetics where concentrations up to 5% have been evaluated. Generally, the sarcosinate should not be used in loose powder products due to the risk of particle inhalation. References for this information: https://www.cir-safety.org/sites/default/files/sarcosine.pdf International Journal of Toxicology, Supplement 20, 2001, pages 1-14"
sodium palm kernelate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sodium-palm-kernelate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Poor,
sodium PCA,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/sodium-pca.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Best,"Natural component of skin, PCA (pyrrolidone carboxylic acid) is also a very good hydrating agent. Sodium PCA also functions as a skin-replenishing ingredient.References for this information:Journal of Drugs in Dermatology, September 2014, pages 1,108-1,111Bio-Medical Materials and Engineering, 1995, pages 9-20"
sodium PEG-7 olive oil carboxylate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sodium-peg-7-olive-oil-carboxylate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Emollients']",Good,"Sodium PEG-7 olive oil carboxylate is a mild surfactant formed by reacting fatty acids from olive oil esters with polyethylene glycol (PEG). References for this information: SpecialChem, Accessed March 2021, ePublication  Toxicological Research, June 2015, pages 105-136  Drug Discoveries and Therapeutics, April 2013, pages 90–94"
sodium phytate,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/sodium-phytate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good,"Sodium phytate is the synthetic salt form of the antioxidant phytic acid. In this form, it works as a chelating agent, keeping metals from binding to water in cosmetics. Learn more at Paula's Choice. References for this information: Cosmetic Ingredient Review, March 2018, pages 1-30  National Center for Advancing Translational Sciences, ePublication"
sodium polyacrylate,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/sodium-polyacrylate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Film-Forming/Holding Agents', 'Emollients', 'Absorbent']",Good,"Sodium polyacrylate is a versatile, synthetic polymer used as a film-forming agent, stabilizer, absorbent, thickening agent, and emollient.  References for this information: Industrial & Engineering Chemistry Research, November 2014, pages 18,346-18,351   United States Patent, April 2000, ePublication"
sodium polyacrylate starch,https://www.paulaschoice.com/ingredient-dictionary/absorbent/sodium-polyacrylate-starch.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Absorbent', 'Thickeners/Emulsifiers', 'Texture Enhancer']",Good,"A mixture of a natural starch combined with a synthetic acrylate polymer. As with most starches, it works in cosmetics as a texture enhancer, thickening agent, stabilizer, and absorbent, the latter benefit occurring when higher amounts are used. Sodium polyacrylate starch is considered safe as used in cosmetics; it size does not allow penetration past skin’s surface. Reference for this information: https://cosmeticsinfo.org/ingredient/sodium-polyacrylate"
sodium salicylate,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/sodium-salicylate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Average,"Salt form of salicylic acid (BHA). Because it is not the acid form of salicylate (i.e., salicylic acid), it does not have exfoliating properties."
sodium silicate,https://www.paulaschoice.com/ingredient-dictionary/sensitizing/sodium-silicate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sensitizing'],Poor,"Highly alkaline and potentially sensitizing mineral used in cosmetics.
References for this information:
International Journal of Toxicology, 2005, Volume 24, Supplement, pages 103-117
American Journal of Contact Dermatitis, September 2002, pages 133–139"
sodium stearoyl glutamate,https://www.paulaschoice.com/ingredient-dictionary/emulsifiers/sodium-stearoyl-glutamate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emulsifiers', 'Hydration']",Good,"Sodium stearoyl glutamate is a synthetic or animal-derived ingredient (Paula’s Choice uses the former) that is added to cosmetics to condition skin or work as an emulsifier, keeping oil-and-water formulas blended. In higher amounts, it works as a surfactant, typically with other cleansing agents; however, it used more often for its skin-softening and emulsifying properties. Chemically, sodium stearoyl glutamate belongs to the amino acid group since the glutamate portion (not to be confused with the protein gluten) comes from the amino acid known as glutamic acid, which enhances skin hydration. The sodium portion makes it an amino acid salt, and it as well as similar ingredients in this amino acid group are considered non-irritating. References for this information: Cosmetics, July 2014, pages 159-170 www.cir-safety.org/sites/default/files/alkyl_amides.pdf"
sodium stearoyl lactylate,https://www.paulaschoice.com/ingredient-dictionary/emulsifiers/sodium-stearoyl-lactylate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emulsifiers', 'Texture Enhancer']",Good,"A synthetic or animal-derived ingredient (Paula’s Choice Skincare uses the former) that stabilizes the water phase of moisturizers and other skincare products that contain hydrating ingredients. Sodium stearoyl lactylate works via its interaction with proteins and starches, where it can also help modify a product’s texture.
It can also function as a surfactant. 
Reference for this information: 
Journal of Colloid and Interface Science, December 2016, pages 393-404"
sodium sulfite,https://www.paulaschoice.com/ingredient-dictionary/preservatives/sodium-sulfite.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Preservatives', 'Sensitizing']",Average,"Reducing agent that alters the structure of hair. It can also be used as a preservative in cosmetic formulations, and can be a skin sensitizer."
sodium tallowate,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/sodium-tallowate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Miscellaneous', 'Cleansing Agents']",Poor,Sodium salt of tallow.
sodium thioglycolate,https://www.paulaschoice.com/ingredient-dictionary/sensitizing/sodium-thioglycolate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sensitizing'],Poor,"A synthetic ingredinet that functions as a reducing agent in cosmetics, most typically hair-removal lotions (depilatories). It can be sensitizing if left on skin for prolonged periods."
sodium trideceth sulfate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sodium-trideceth-sulfate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,
Solanum lycopersicum extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/solanum-lycopersicum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Sensitizing', 'Plant Extracts']",Average,
Solanum tuberosum extract,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/solanum-tuberosum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer']",Good,Extract that is more commonly known as potato starch. Used as a thickening agent and texture enhancer in cosmetics.
solvent,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/solvent.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good,"Large group of liquid ingredients, including water, that are used to dissolve or break down other ingredients, such as gases or solids, to form a solution."
Sonojell,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/sonojell.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Emollients']",Good,Trade name for petrolatum.
soothing agent,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/soothing-agent.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Soothing'],Best,"Any ingredient that soothes and improves signs of sensitivity. Interestingly, most antioxidants function as soothing ingredients because one of the skin’s responses to environmental damage is sensitivity, visible signs of stress on skin's surface, and redness. These ingredients go a long way toward helping the skin deal with its daily struggle against environmental damage and seasonal environmental extremes."
sorbeth-230 tetraoleate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sorbeth-230-tetraoleate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Emulsifiers', 'Thickeners/Emulsifiers']",Good,"Sorbeth-230 tetraoleate is a mixture of the fatty acid oleic acid with derivatives of the sugar ingredient sorbitol and other substances to create a synthetic ingredient that cleanses, emulsifies, and can help thicken cosmetic formulas. Sorbeth-230 is among the newer cleansing agents created in response to the sulfate-free push, and it’s a welcome addition due to its mildness and generally non-irritating nature—at least according to the claims made by the company selling this ingredient. References for this information: https://cosmeticsinfo.org/ingredient/sorbeth-30-tetraoleate-laurate  https://www.nutraskinusa.com/glucose-sorb"
sorbic acid,https://www.paulaschoice.com/ingredient-dictionary/preservatives/sorbic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Good,"Sorbic acid is a preservative naturally derived from mountain ash berries or manufactured synthetically. Used in many products, including several foods, cosmetics and even in contact lens solutions. References for this information: International Journal of Cosmetic Science, 2018, pages 276-284  Cosmetics & Toiletries, November 2012, pages 756-762  International Journal of Cosmetic Science, Issue 31, pages 451-460  International Journal of Toxicology, November 1988, pages 837-880"
sorbitan isostearate,https://www.paulaschoice.com/ingredient-dictionary/emulsifiers/sorbitan-isostearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emulsifiers'],Good,"Sorbitan Isostearate at a Glance  Similar to the liquid fatty acid isostearic acid Works as a mild cleansing agent and emulsifier Helps stabilize water-in-oil formulas Not prone to breaking down when exposed to air  Sorbitan Isostearate Description Sorbitan isostearate is a mild cleansing agent and emulsifier made by combining portions of fatty acid isostearic acid with the sugar ingredient sorbitol. It may be derived from plants, made synthetically, or animal-derived, although the latter form has fallen out of favor (Paula’s Choice Skincare uses the plant-derived form). Amounts as low as 2% can be used to stabilize emulsions, and its safety has been established in concentrations up to 25%, although sorbitan isostearate is rarely used above 10% concentration in skin care formulas. Sorbitan Isostearate?References International Journal of Toxicology, Volume 38, Issue 2, Supplement, September 2019, pages 60S–80S; and Volume 21, Supplement 1, April 2002, pages 93–112 Chromatographia, May 2009, pages 157–164"
sorbitan laurate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sorbitan-laurate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Emulsifiers']",Good,"An ester of lauric acid and portions of the sugar ingredient sorbitol. This ingredient works as a cleansing agent and emulsifier, and may be naturally-derived or synthetic. Amounts above 5% are likely to cause skin irritation; however, sorbitan laurate is typically used in lower amounts, along with other cleansing agents. As such, it’s considered a safe ingredient for use on skin. References for this information:Dermatitis, July-August 2008, pages E22-E23International Journal of Toxicology, Supplement 21, 2002, pages 93-112"
sorbitan oleate,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/sorbitan-oleate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Cleansing Agents']",Good,"Sorbitan oleate is a synthetic or animal-derived ingredient used as an emulsifier and cleansing agent in cosmetics. Considered safe as used in cosmetics.  References for this information: Journal of Industrial and Engineering Chemistry, November 2017, Volume 55, pages 198-203  Micro & Nano Letters, September 2016, Volume 11, Issue 9, pages 498-502  Journal of American Oil Chemists’ Society, July 2003, Volume 80, Issue 7, pages 647-651  Journal of Cosmetic Science, November-December 2002, pages 363-374  International Journal of Toxicology, December 2001, Volume 21, Supplement 1, pages 93-112"
sorbitan olivate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/sorbitan-olivate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Emulsifiers']",Good,"A mixture of the fatty acids from olive oil plus a dehydrated sugar known as sorbitol. Sorbitan olivate may be synthetic or plant-derived (Paula’s Choice uses the latter). It functions as an emulsifier and mild cleansing agent. Sorbitan-derived ingredients are considered safe for use on skin. References for this information: International Journal of Toxicology, Supplement 1, 2002, pages 93-112 http://www.cir-safety.org/sites/default/files/sorbitan_esters_0.pdf"
sorbitan sesquioleate,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/sorbitan-sesquioleate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Thickeners/Emulsifiers'],Good,
sorbitan stearate,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/sorbitan-stearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Thickeners/Emulsifiers'],Good,"Sorbitan stearate is an emulsifier used to thicken and stabilize cosmetics formulations.  References for this information:  Journal of the Science of Food and Agriculture, January 2018, pages 582–589  International Journal of Toxicology, December 2001, Volume 21, Supplement 1, pages 93-112"
sorbitol,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/sorbitol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Hydration', 'Slip Agents']",Best,"Sorbitol is a type of sugar that can be created synthetically or derived from natural sources. Similar to glycerin, it is a hydrating ingredient (technically a humectant), thickening agent, and slip agent. Its sugar component makes sorbitol an intriguing prebiotic, an ingredient that can “feed” the probiotics that make up a person’s skin microbiome, thus helping it become balanced. Specifically, sorbitol’s breakdown by certain probiotics can create beta-glucan, a skin-calming antioxidant. References for this information: Frontiers in Microbiology, December 2017, ePublication 3 Biotech, June 2012, pages 115-125 The Journal of Clinical and Aesthetic Dermatology, August 2011, pages 31-49 Applied Biochemistry and Biotechnology, July-September 2004, pages 321-336"
soy extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/soy-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Best,"A natural, potent antioxidant, restoring, and soothing agent for skin that is derived from soybeans. Soy extract also has research showing it can improve the look of an uneven skin tone and visible signs of aging due to years of environmental exposure.
References for this information:
International Journal of Cosmetic Science, April 2013, pages 136-142
British Journal of Pharmacology Society, February 2012, pages 994-1,005
Journal of Clinical and Aesthetic Dermatology, January 2009, pages 36-40
Photochemistry and Photobiology, May-June 2005, pages 581-587
Journal of Cosmetic Science, September-October 2004, pages 473-479"
soy isoflavones,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/soy-isoflavones.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Best,
soy oil,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/soy-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts', 'Emollients']",Best,Soy oil is a non-fragrant plant oil with multiple uses for skin.
spearmint oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/spearmint-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,"Fragrant, volatile oil that can cause skin sensitivity, though has a lower incidence of doing so compared with other types of mint and their derivatives."
SPF,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/spf.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Best,
sphingolipids,https://www.paulaschoice.com/ingredient-dictionary/skin-restoring/sphingolipids.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Restoring', 'Skin-Replenishing']",Best,"Sphingolipids are complex, long chain lipids (fats) that function as skin-replenishing and conditioning ingredients.
References for this information:
http://lipidlibrary.aocs.org/lipids/introsph/index.htm
Progress in Lipid Research, January 2013, pages 141-164
Skin Therapy Letter, July 2012, pages 6-9"
Spiraea ulmaria (meadowsweet) extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/spiraea-ulmaria.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Best,"Spiraea ulmaria extract, commonly known as meadowsweet, is a plant whose various parts have been shown to calm factors in skin that lead to signs of irritation. Antioxidants flavonoids and phenolic acids in meadowsweet such as flavonoids rutoside, spiraeoside, and isoquercitrin are believed to be the key contributors to this benefit. Spiraea ulmaria is also a natural source of salicylates such as salicin, and is sometimes claimed to be a natural source of the exfoliating ingredient salicylic acid. But it doesn’t work like salicylic acid on skin because the salicylates require the digestive system to become salicylic acid--this process doesn’t happen on skin, but these compounds share salicylic acid’s redness-calming benefits. This plant extract seems to inhibit an enzyme in skin (5-alpha reductase) that can trigger excess oil production. Therefore, it’s likely that meadowsweet will have a noticeable effect on skin’s surface oil for those struggling with oily skin. References for this information: Journal of Applied Research on Medicinal and Aromatic Plants, December 2017, pages 1-26 Journal of Ethnopharmacology, December 2016, pages 627-636 and pages 652-666 Phytotherapy Research, April 2013, pages 588-594"
spirulina,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/spirulina.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Thickeners/Emulsifiers', 'Plant Extracts', 'Emollients']",Good,
squalane,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/squalane.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Hydration', 'Antioxidants', 'Skin-Replenishing', 'Emollients']",Best,"The saturated portion of emollient ingredient squalene, which is a natural component of human skin sebum (oil). It is a wonderfully moisturizing ingredient as well as being a source of replenishing fatty acids and antioxidants.  Note that because it’s highly saturated, squalane is less prone to breaking down in the presence of air than less-saturated squalene.  References for this information: The Journal of Clinical and Aesthetic Dermatology, June 2014, pages 25-32 Advances in Food and Nutrition Research, Volume 65, 2012, pages 223-233"
squalene,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/squalene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing', 'Emollients']",Best,"Oil derived from shark liver or from plants (usually olives). Its derivative squalane is a natural component of skin and a good emollient that has antioxidant properties.
References for this information:
Free Radical Research, April 2002, pages 471-477
The Lancet: Oncology, October 2000, pages 107-112"
